TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Commercial,2024,5,23,17,0,16XX E BROADWAY AVE,Grandview-Woodland,494852.3672,5456625.9632
Break and Enter Commercial,2024,10,20,17,52,16XX GRANVILLE ST,Central Business District,490419.584,5457877.1578
Break and Enter Commercial,2024,7,3,23,30,16XX GRAVELEY ST,Grandview-Woodland,494886.0912,5457524.8674
Break and Enter Commercial,2024,4,2,3,30,16XX HARO ST,West End,490256.8047,5459604.7591
Break and Enter Commercial,2024,8,27,0,0,16XX HARWOOD ST,West End,489661.8259,5459118.416
Break and Enter Commercial,2024,1,24,3,19,16XX KINGSWAY AVE,Kensington-Cedar Cottage,494862.4563,5454987.947
Break and Enter Commercial,2024,7,31,5,10,16XX KINGSWAY AVE,Kensington-Cedar Cottage,494862.4563,5454987.947
Break and Enter Commercial,2024,8,4,18,47,16XX KINGSWAY AVE,Kensington-Cedar Cottage,494862.4563,5454987.947
Break and Enter Commercial,2024,9,18,23,13,16XX KINGSWAY AVE,Kensington-Cedar Cottage,494863.994,5454998.0747
Break and Enter Commercial,2024,4,5,4,10,16XX MATTHEWS AVE,Shaughnessy,489576.5938,5455477.2281
Break and Enter Commercial,2024,5,28,21,22,16XX ONTARIO ST,Mount Pleasant,492385.4918,5457551.9479
Break and Enter Commercial,2024,7,18,8,54,16XX ONTARIO ST,Mount Pleasant,492386.2184,5457585.0253
Break and Enter Commercial,2024,8,15,21,0,16XX ONTARIO ST,Mount Pleasant,492386.2184,5457585.0253
Break and Enter Commercial,2024,8,12,12,40,16XX PANDORA ST,Grandview-Woodland,494781.6905,5458924.6821
Break and Enter Commercial,2024,5,29,3,15,16XX POWELL ST,Grandview-Woodland,494747.4108,5458984.2869
Break and Enter Commercial,2024,1,8,2,45,16XX QUEBEC ST,Mount Pleasant,492543.2664,5457594.3932
Break and Enter Commercial,2024,1,31,17,30,16XX RENFREW ST,Hastings-Sunrise,496788.2621,5457456.8337
Break and Enter Commercial,2024,5,8,10,37,16XX ROBSON ST,West End,490277.9859,5459735.3235
Break and Enter Commercial,2024,7,12,15,0,16XX W 40TH AVE,Shaughnessy,489493.3544,5453672.3397
Break and Enter Commercial,2024,5,21,1,0,16XX W 4TH AVE,Fairview,489668.8673,5457247.6606
Break and Enter Commercial,2024,2,1,0,0,16XX W 5TH AVE,Fairview,489628.0797,5457155.6756
Break and Enter Commercial,2024,8,30,15,56,16XX W 6TH AVE,Fairview,489579.0654,5457060.8837
Break and Enter Commercial,2024,7,10,0,0,16XX W 75TH AVE,Marpole,489422.6993,5450309.052
Break and Enter Commercial,2024,4,3,17,0,16XX W 7TH AVE,Fairview,489605.8927,5456966.1119
Break and Enter Commercial,2024,5,4,7,43,16XX W BROADWAY AVE,Fairview,489620.8398,5456770.0702
Break and Enter Commercial,2024,9,25,9,19,16XX W BROADWAY AVE,Fairview,489689.1801,5456767.8461
Break and Enter Commercial,2024,9,12,2,30,17XX ALBERNI ST,West End,490240.9181,5459927.1022
Break and Enter Commercial,2024,4,6,1,0,17XX BAYSHORE DR,Central Business District,490332.7491,5460025.7668
Break and Enter Commercial,2024,2,3,9,25,17XX BEACH AVE,West End,489639.0953,5459330.3813
Break and Enter Commercial,2024,2,6,11,22,17XX COMOX ST,West End,489887.565,5459515.9385
Break and Enter Commercial,2024,10,14,0,0,17XX COMOX ST,West End,489888.1719,5459515.3215
Break and Enter Commercial,2024,2,25,6,31,17XX DAVIE ST,West End,489717.8553,5459363.1112
Break and Enter Commercial,2024,10,16,3,52,17XX DAVIE ST,West End,489782.4678,5459311.7257
Break and Enter Commercial,2024,11,3,18,30,17XX E 18TH AVE,Kensington-Cedar Cottage,495023.0355,5455721.9654
Break and Enter Commercial,2024,10,3,12,40,17XX E 36TH AVE,Kensington-Cedar Cottage,494884.8945,5453865.3944
Break and Enter Commercial,2024,9,29,23,0,17XX E 3RD AVE,Grandview-Woodland,494965.5739,5457222.9533
Break and Enter Commercial,2024,3,16,1,30,17XX FRANCES ST,Grandview-Woodland,494937.3397,5458510.306
Break and Enter Commercial,2024,8,29,5,19,17XX FRANCES ST,Grandview-Woodland,494977.0148,5458509.4205
Break and Enter Commercial,2024,3,8,9,30,17XX HARO ST,West End,490128.2688,5459741.8649
Break and Enter Commercial,2024,5,5,22,22,17XX LORNE ST,Mount Pleasant,492797.0984,5457381.0363
Break and Enter Commercial,2024,5,23,9,2,17XX ONTARIO ST,Mount Pleasant,492391.7761,5457408.0355
Break and Enter Commercial,2024,1,24,4,41,17XX PANDORA ST,Grandview-Woodland,494969.5596,5458922.2248
Break and Enter Commercial,2024,3,3,5,30,17XX PENDRELL ST,West End,489773.9224,5459472.5414
Break and Enter Commercial,2024,4,22,4,0,17XX PENDRELL ST,West End,489773.9224,5459472.5414
Break and Enter Commercial,2024,3,19,2,30,17XX PENDRELL ST,West End,489793.7635,5459440.362
Break and Enter Commercial,2024,4,13,23,0,17XX PENDRELL ST,West End,489793.7635,5459440.362
Break and Enter Commercial,2024,4,15,2,10,17XX PENDRELL ST,West End,489793.7635,5459440.362
Break and Enter Commercial,2024,4,27,21,0,17XX PENDRELL ST,West End,489793.7635,5459440.362
Break and Enter Commercial,2024,5,3,12,9,17XX PENDRELL ST,West End,489793.7635,5459440.362
Break and Enter Commercial,2024,7,13,19,16,17XX QUEBEC ST,Mount Pleasant,492523.5658,5457414.1166
Break and Enter Commercial,2024,6,20,2,20,17XX ROBSON ST,West End,490236.626,5459788.8878
Break and Enter Commercial,2024,2,11,12,0,17XX VICTORIA DR,Grandview-Woodland,495210.6233,5457401.2129
Break and Enter Commercial,2024,3,7,23,15,17XX VICTORIA DR,Grandview-Woodland,495210.6233,5457401.2129
Break and Enter Commercial,2024,3,29,14,54,17XX W 75TH AVE,Marpole,489161.8964,5450506.1252
Break and Enter Commercial,2024,4,12,12,0,17XX WILLIAM ST,Grandview-Woodland,494978.238,5457916.8117
Break and Enter Commercial,2024,7,9,4,0,18XX BOUNDARY RD,Hastings-Sunrise,498272.7893,5457270.9915
Break and Enter Commercial,2024,4,19,18,0,18XX BURRARD ST,Kitsilano,489406.1397,5457450.1187
Break and Enter Commercial,2024,3,13,4,41,18XX COMOX ST,West End,489780.0567,5459611.1248
Break and Enter Commercial,2024,5,3,7,29,18XX E 11TH AVE,Kensington-Cedar Cottage,495090.5754,5456415.4479
Break and Enter Commercial,2024,3,17,0,0,18XX E 11TH AVE,Kensington-Cedar Cottage,495091.8918,5456415.4424
Break and Enter Commercial,2024,5,26,5,30,18XX E 11TH AVE,Kensington-Cedar Cottage,495169.9099,5456415.1406
Break and Enter Commercial,2024,1,4,2,30,18XX E HASTINGS ST,Grandview-Woodland,495217.4042,5458724.3988
Break and Enter Commercial,2024,1,9,9,43,18XX E PENDER ST,Grandview-Woodland,495189.5786,5458607.789
Break and Enter Commercial,2024,5,28,0,47,18XX ONTARIO ST,Mount Pleasant,492379.9544,5457301.0226
Break and Enter Commercial,2024,8,17,5,52,18XX RENFREW ST,Hastings-Sunrise,496785.7084,5457264.3718
Break and Enter Commercial,2024,2,27,3,9,18XX SCOTIA ST,Mount Pleasant,492866.0485,5457229.3722
Break and Enter Commercial,2024,6,25,4,46,18XX SCOTIA ST,Mount Pleasant,492866.0485,5457229.3722
Break and Enter Commercial,2024,10,13,4,59,18XX SCOTIA ST,Mount Pleasant,492866.0485,5457229.3722
Break and Enter Commercial,2024,2,21,9,25,18XX SPYGLASS PL,Fairview,491609.8186,5457422.8141
Break and Enter Commercial,2024,8,30,12,0,18XX SPYGLASS PL,Fairview,491609.8697,5457424.4147
Break and Enter Commercial,2024,10,3,6,5,18XX W 1ST AVE,Kitsilano,489263.1785,5457554.8063
Break and Enter Commercial,2024,6,13,0,0,18XX W 4TH AVE,Kitsilano,489354.1278,5457265.598
Break and Enter Commercial,2024,1,27,17,0,18XX W 57TH AVE,Kerrisdale,489161.9589,5451859.0481
Break and Enter Commercial,2024,4,30,1,30,19XX FERNDALE ST,Grandview-Woodland,495246.8596,5458543.7427
Break and Enter Commercial,2024,9,24,5,18,19XX MACDONALD ST,Kitsilano,487753.6919,5457322.88
Break and Enter Commercial,2024,2,16,2,45,19XX PENDRELL ST,West End,489615.8139,5459633.029
Break and Enter Commercial,2024,6,10,7,8,19XX POWELL ST,Grandview-Woodland,495284.4892,5459118.0229
Break and Enter Commercial,2024,1,16,12,58,19XX ROBSON ST,West End,490033.0291,5459988.8383
Break and Enter Commercial,2024,2,10,5,15,19XX ROBSON ST,West End,490033.0291,5459988.8383
Break and Enter Commercial,2024,2,13,3,30,19XX ROBSON ST,West End,490033.0291,5459988.8383
Break and Enter Commercial,2024,5,26,1,15,19XX W 4TH AVE,Kitsilano,489101.4676,5457263.1123
Break and Enter Commercial,2024,5,18,18,37,19XX W BROADWAY AVE,Kitsilano,489078.4551,5456794.4986
Break and Enter Commercial,2024,8,2,6,37,1X ATHLETES WAY,Mount Pleasant,492372.7334,5457639.7738
Break and Enter Commercial,2024,7,4,15,30,1X E CORDOVA ST,Central Business District,492443.0033,5458848.8328
Break and Enter Commercial,2024,1,10,3,9,1X W BROADWAY AVE,Mount Pleasant,492340.0396,5456696.0797
Break and Enter Commercial,2024,2,12,10,36,1X W CORDOVA ST,Central Business District,492387.9842,5458871.6596
Break and Enter Commercial,2024,5,5,2,17,1X WATER ST,Central Business District,492387.7298,5458982.002
Break and Enter Commercial,2024,4,20,7,40,1X WATER ST,Central Business District,492394.5419,5458980.1627
Break and Enter Commercial,2024,9,30,6,45,1X WATER ST,Central Business District,492396.2784,5458979.5438
Break and Enter Commercial,2024,10,17,5,50,1XX COLUMBIA ST,Central Business District,492565.4746,5459005.309
Break and Enter Commercial,2024,7,7,2,0,1XX DRAKE ST,Central Business District,491070.0193,5457805.0676
Break and Enter Commercial,2024,7,18,18,0,1XX DRAKE ST,Central Business District,491077.2111,5457785.2798
Break and Enter Commercial,2024,3,30,12,10,1XX E 1ST AVE,Mount Pleasant,492551.6289,5457488.5584
Break and Enter Commercial,2024,7,6,16,5,1XX E 50TH AVE,Sunset,492449.0536,5452450.4036
Break and Enter Commercial,2024,10,3,12,54,1XX E 51ST AVE,Sunset,492553.7826,5452339.7409
Break and Enter Commercial,2024,3,25,5,30,1XX E 5TH AVE,Mount Pleasant,492533.0957,5457078.055
Break and Enter Commercial,2024,4,15,20,34,1XX E 5TH AVE,Mount Pleasant,492533.0957,5457078.055
Break and Enter Commercial,2024,8,24,17,19,1XX E 5TH AVE,Mount Pleasant,492533.0957,5457078.055
Break and Enter Commercial,2024,7,16,19,47,1XX E BROADWAY AVE,Mount Pleasant,492572.0649,5456696.2509
Break and Enter Commercial,2024,4,15,22,0,1XX E BROADWAY AVE,Mount Pleasant,492580.0304,5456695.9185
Break and Enter Commercial,2024,4,16,1,0,1XX E BROADWAY AVE,Mount Pleasant,492580.0304,5456695.9185
Break and Enter Commercial,2024,9,30,5,0,1XX E BROADWAY AVE,Mount Pleasant,492580.0304,5456695.9185
Break and Enter Commercial,2024,3,15,18,25,1XX E CORDOVA ST,Central Business District,492623.6791,5458842.0365
Break and Enter Commercial,2024,3,31,19,17,1XX E CORDOVA ST,Central Business District,492623.6791,5458842.0365
Break and Enter Commercial,2024,8,10,1,13,1XX E CORDOVA ST,Central Business District,492623.6791,5458842.0365
Break and Enter Commercial,2024,9,26,2,31,1XX E CORDOVA ST,Central Business District,492623.6791,5458842.0365
Break and Enter Commercial,2024,2,12,13,45,1XX E PENDER ST,Central Business District,492571.6465,5458632.2455
Break and Enter Commercial,2024,6,24,0,0,1XX E PENDER ST,Central Business District,492598.4731,5458631.2116
Break and Enter Commercial,2024,8,6,23,46,1XX E PENDER ST,Central Business District,492609.4246,5458630.787
Break and Enter Commercial,2024,4,16,6,0,1XX E PENDER ST,Central Business District,492615.6389,5458630.5485
Break and Enter Commercial,2024,5,5,13,25,1XX E PENDER ST,Central Business District,492631.5724,5458639.0827
Break and Enter Commercial,2024,2,3,3,48,1XX E WOODSTOCK AVE,Riley Park,492590.051,5453424.3358
Break and Enter Commercial,2024,8,4,17,0,1XX KEEFER ST,Central Business District,492608.089,5458516.1824
Break and Enter Commercial,2024,2,25,12,40,1XX KEEFER ST,Central Business District,492725.4136,5458526.1607
Break and Enter Commercial,2024,2,27,8,51,1XX KEEFER ST,Central Business District,492725.4136,5458526.1607
Break and Enter Commercial,2024,3,1,8,10,1XX KEEFER ST,Central Business District,492725.7131,5458535.2998
Break and Enter Commercial,2024,2,1,17,0,1XX MILROSS AVE,Central Business District,492615.6419,5458155.4826
Break and Enter Commercial,2024,7,12,18,0,1XX POWELL ST,Central Business District,492609.0953,5458942.366
Break and Enter Commercial,2024,1,12,8,0,1XX POWELL ST,Central Business District,492668.0213,5458949.76
Break and Enter Commercial,2024,8,19,5,0,1XX POWELL ST,Central Business District,492697.0185,5458939.7483
Break and Enter Commercial,2024,7,23,3,0,1XX ROBSON ST,Central Business District,491671.5308,5458352.1176
Break and Enter Commercial,2024,9,23,12,37,1XX W 2ND AVE,Mount Pleasant,492087.9312,5457404.3607
Break and Enter Commercial,2024,6,3,17,50,1XX W 49TH AVE,Oakridge,492098.9575,5452560.1737
Break and Enter Commercial,2024,6,3,21,30,1XX W 49TH AVE,Oakridge,492098.9575,5452560.1737
Break and Enter Commercial,2024,6,15,1,11,1XX W 4TH AVE,Mount Pleasant,492213.88,5457184.6532
Break and Enter Commercial,2024,10,31,5,9,1XX W CORDOVA ST,Central Business District,492190.2319,5458920.4455
Break and Enter Commercial,2024,5,8,6,45,1XX W CORDOVA ST,Central Business District,492216.2658,5458913.5426
Break and Enter Commercial,2024,3,6,1,1,1XX W GEORGIA ST,Central Business District,491874.5614,5458414.2252
Break and Enter Commercial,2024,8,23,9,21,1XX W HASTINGS ST,Central Business District,492159.2048,5458819.5621
Break and Enter Commercial,2024,1,11,3,8,1XX W HASTINGS ST,Central Business District,492182.5636,5458822.087
Break and Enter Commercial,2024,7,10,21,0,1XX W PENDER ST,Central Business District,492034.0133,5458750.772
Break and Enter Commercial,2024,9,1,6,6,1XX WATER ST,Central Business District,492195.3064,5459033.7723
Break and Enter Commercial,2024,3,17,10,35,1XX WATER ST,Central Business District,492211.9962,5459038.78
Break and Enter Commercial,2024,11,5,2,34,1XX WATER ST,Central Business District,492213.6611,5459038.3372
Break and Enter Commercial,2024,2,26,1,39,20XX BARCLAY ST,West End,489767.797,5459934.0861
Break and Enter Commercial,2024,10,27,15,0,20XX BEACH AVE,West End,489508.0351,5459654.8288
Break and Enter Commercial,2024,9,27,14,41,20XX COMOX ST,West End,489603.0888,5459799.3875
Break and Enter Commercial,2024,5,29,1,45,20XX CORNWALL AVE,Kitsilano,488948.7788,5457759.907
Break and Enter Commercial,2024,1,27,21,20,20XX E HASTINGS ST,Grandview-Woodland,495446.7882,5458720.7408
Break and Enter Commercial,2024,7,28,0,0,20XX E KENT AVE S,Victoria-Fraserview,495212.4458,5450475.749
Break and Enter Commercial,2024,7,18,6,29,20XX KINGSWAY AVE,Kensington-Cedar Cottage,495281.809,5454697.7236
Break and Enter Commercial,2024,1,1,5,15,20XX KINGSWAY AVE,Kensington-Cedar Cottage,495334.8648,5454660.7167
Break and Enter Commercial,2024,3,1,22,23,20XX KINGSWAY AVE,Kensington-Cedar Cottage,495334.8648,5454660.7167
Break and Enter Commercial,2024,9,7,21,50,20XX MAIN ST,Mount Pleasant,492672.7511,5457110.0243
Break and Enter Commercial,2024,9,1,0,0,20XX NELSON ST,West End,489640.7841,5459917.0737
Break and Enter Commercial,2024,4,11,19,22,20XX W 41ST AVE,Kerrisdale,488739.5301,5453539.7066
Break and Enter Commercial,2024,10,8,3,30,20XX W 41ST AVE,Shaughnessy,488813.1408,5453546.8851
Break and Enter Commercial,2024,7,21,16,15,21XX COLUMBIA ST,Mount Pleasant,492032.5046,5457074.7949
Break and Enter Commercial,2024,7,28,4,5,21XX COMMERCIAL DR,Grandview-Woodland,494922.2388,5456966.5118
Break and Enter Commercial,2024,1,29,8,17,21XX COMMERCIAL DR,Grandview-Woodland,494931.2357,5456957.6901
Break and Enter Commercial,2024,10,8,14,32,21XX E HASTINGS ST,Grandview-Woodland,495517.648,5458719.8859
Break and Enter Commercial,2024,9,12,2,30,21XX E HASTINGS ST,Grandview-Woodland,495522.9928,5458710.7291
Break and Enter Commercial,2024,2,15,9,13,21XX FRANKLIN ST,Grandview-Woodland,495546.6705,5458822.7493
Break and Enter Commercial,2024,9,5,3,50,21XX KINGSWAY AVE,Kensington-Cedar Cottage,495395.9332,5454605.5058
Break and Enter Commercial,2024,11,1,20,56,21XX MAIN ST,Mount Pleasant,492656.7375,5457064.5755
Break and Enter Commercial,2024,7,30,6,20,21XX W 41ST AVE,Arbutus Ridge,488604.6417,5453551.9822
Break and Enter Commercial,2024,3,7,22,11,21XX W 4TH AVE,Kitsilano,488880.804,5457277.688
Break and Enter Commercial,2024,7,31,12,0,21XX W BROADWAY AVE,Kitsilano,488785.3368,5456793.3191
Break and Enter Commercial,2024,9,29,0,38,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495557.4705,5454500.1336
Break and Enter Commercial,2024,8,3,2,0,22XX LAUREL ST,Fairview,490975.6443,5456948.8723
Break and Enter Commercial,2024,3,13,17,0,22XX PRINCE EDWARD ST,Mount Pleasant,493027.7398,5456929.7592
Break and Enter Commercial,2024,8,4,4,54,22XX W 41ST AVE,Arbutus Ridge,488378.9922,5453557.8819
Break and Enter Commercial,2024,6,27,3,46,22XX W 4TH AVE,Kitsilano,488654.4373,5457274.1373
Break and Enter Commercial,2024,9,23,8,58,22XX W 4TH AVE,Kitsilano,488692.094,5457282.3699
Break and Enter Commercial,2024,8,1,21,0,22XX W 4TH AVE,Kitsilano,488698.8241,5457282.2068
Break and Enter Commercial,2024,8,20,2,5,22XX W BROADWAY AVE,Kitsilano,488564.4421,5456808.5859
Break and Enter Commercial,2024,3,3,4,45,22XX W BROADWAY AVE,Kitsilano,488646.899,5456797.1597
Break and Enter Commercial,2024,7,29,11,23,22XX YUKON ST,Mount Pleasant,491797.039,5456963.0777
Break and Enter Commercial,2024,3,30,0,40,23XX CAMBIE ST,Fairview,491638.1824,5456894.1873
Break and Enter Commercial,2024,2,22,5,30,23XX E 40TH AVE,Renfrew-Collingwood,495832.5566,5453460.588
Break and Enter Commercial,2024,5,27,8,39,23XX W 4TH AVE,Kitsilano,488533.2774,5457277.2403
Break and Enter Commercial,2024,7,23,9,29,24XX BALACLAVA ST,Kitsilano,487337.0554,5456855.5597
Break and Enter Commercial,2024,1,9,15,58,24XX BALACLAVA ST,Kitsilano,487346.8403,5456879.3183
Break and Enter Commercial,2024,1,11,14,30,24XX BALACLAVA ST,Kitsilano,487346.8403,5456879.3183
Break and Enter Commercial,2024,5,9,0,45,24XX BALACLAVA ST,Kitsilano,487346.8403,5456879.3183
Break and Enter Commercial,2024,1,26,2,40,24XX E HASTINGS ST,Hastings-Sunrise,495891.8376,5458718.8358
Break and Enter Commercial,2024,4,5,14,28,24XX GRANT ST,Hastings-Sunrise,495895.7434,5457620.1199
Break and Enter Commercial,2024,7,12,2,14,24XX KINGSWAY AVE,Renfrew-Collingwood,495911.9677,5454240.7102
Break and Enter Commercial,2024,4,19,0,0,24XX KINGSWAY AVE,Renfrew-Collingwood,495958.4128,5454219.578
Break and Enter Commercial,2024,2,4,16,5,24XX MAIN ST,Mount Pleasant,492644.7087,5456748.8304
Break and Enter Commercial,2024,7,14,18,30,24XX MAIN ST,Mount Pleasant,492644.7087,5456748.8304
Break and Enter Commercial,2024,9,28,14,56,24XX MAIN ST,Mount Pleasant,492644.7087,5456748.8304
Break and Enter Commercial,2024,3,5,3,25,24XX MAIN ST,Mount Pleasant,492645.0897,5456771.2598
Break and Enter Commercial,2024,5,4,2,0,24XX ST CATHERINES ST,Mount Pleasant,493794.096,5456714.1379
Break and Enter Commercial,2024,2,16,15,30,24XX STEPHENS ST,Kitsilano,487892.0959,5456833.4895
Break and Enter Commercial,2024,1,11,7,58,24XX VICTORIA DR,Grandview-Woodland,495210.7353,5456712.0184
